ID;Количество комнат;Тип;район;Адрес;Площадь, м2;Этаж;Цена;Ремонт;Ссылка на объявление
297248150;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, Култукская улица, 26;38.61;13/19;7528950;;https://www.cian.ru/sale/flat/297248150
297993039;2;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, Топкинский мкр, Видный-3 ЖК;59.3;3/12;7978200;;https://www.cian.ru/sale/flat/297993039
297993110;2;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, Топкинский мкр, 67;68.7;9/12;8001200;;https://www.cian.ru/sale/flat/297993110
297992977;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, Топкинский мкр, Видный-3 ЖК;50.2;12/12;8666400;;https://www.cian.ru/sale/flat/297992977
297248163;2;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, Култукская улица, 26;59.98;2/19;9056980;;https://www.cian.ru/sale/flat/297248163
291677742;4;Продажа квартиры;Правобережный;Иркутская область, Иркутск, улица Сурнова, 30/11;92.0;7/10;9400000;Дизайнерский;https://www.cian.ru/sale/flat/291677742
297248049;2;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, Култукская улица;59.81;3/19;9689220;;https://www.cian.ru/sale/flat/297248049
297248047;2;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, Култукская улица;63.98;3/19;10204810;;https://www.cian.ru/sale/flat/297248047
297248002;3;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, Култукская улица;56.83;18/19;10286230;;https://www.cian.ru/sale/flat/297248002
297993058;3;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, Топкинский мкр, Видный-3 ЖК;91.4;3/12;10543000;;https://www.cian.ru/sale/flat/297993058
297993001;3;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, Топкинский мкр, Видный-3 ЖК;91.5;7/12;10554500;;https://www.cian.ru/sale/flat/297993001
297992988;3;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, Топкинский мкр, Видный-3 ЖК;91.2;12/12;10702400;;https://www.cian.ru/sale/flat/297992988
299840992;3;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, Култукская улица, 26;67.56;15/19;11012280;;https://www.cian.ru/sale/flat/299840992
297247986;3;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, Култукская улица;72.77;13/19;11352120;;https://www.cian.ru/sale/flat/297247986
297247967;4;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, Култукская улица;84.71;3/19;12537080;;https://www.cian.ru/sale/flat/297247967
299841015;4;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, Култукская улица, 26;80.15;4/19;13064450;;https://www.cian.ru/sale/flat/299841015
299841007;4;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, Култукская улица, 26;85.81;4/19;13128930;;https://www.cian.ru/sale/flat/299841007
270301815;3;Продажа квартиры;Правобережный;Иркутская область, Иркутск, улица 5-й Армии, 16;130.0;8/9;18000000;Евроремонт;https://www.cian.ru/sale/flat/270301815
295752779;2;Продажа квартиры;Правобережный;Иркутская область, Иркутск, Култукская улица, 9Б;52.0;6/7;4300000;;https://www.cian.ru/sale/flat/295752779
299998583;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Освобождения, 132;32.4;1/15;4536000;;https://www.cian.ru/sale/flat/299998583
297115334;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Освобождения, 132;31.9;8/15;4625500;;https://www.cian.ru/sale/flat/297115334
297115333;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Освобождения, 132;31.9;6/15;4625500;;https://www.cian.ru/sale/flat/297115333
287201764;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Освобождения, 132;32.2;2/15;4669000;;https://www.cian.ru/sale/flat/287201764
287201655;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Освобождения, 132;32.2;2/15;4669000;;https://www.cian.ru/sale/flat/287201655
299630002;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;34.68;4/16;5179140;;https://www.cian.ru/sale/flat/299630002
299629763;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;34.68;6/16;5179140;;https://www.cian.ru/sale/flat/299629763
299629750;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;34.68;5/16;5179140;;https://www.cian.ru/sale/flat/299629750
299629706;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;35.19;2/16;5163349;;https://www.cian.ru/sale/flat/299629706
299630059;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;34.68;6/16;5179140;;https://www.cian.ru/sale/flat/299630059
299629958;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;35.19;2/16;5163349;;https://www.cian.ru/sale/flat/299629958
287201808;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Освобождения, 132;40.3;5/15;5239000;;https://www.cian.ru/sale/flat/287201808
287201834;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Освобождения, 132;40.2;9/15;5226000;;https://www.cian.ru/sale/flat/287201834
287201825;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Освобождения, 132;40.2;8/15;5226000;;https://www.cian.ru/sale/flat/287201825
287201827;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Освобождения, 132;40.2;8/15;5226000;;https://www.cian.ru/sale/flat/287201827
287201795;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Освобождения, 132;40.3;4/15;5239000;;https://www.cian.ru/sale/flat/287201795
299629792;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;35.2;8/16;5345696;;https://www.cian.ru/sale/flat/299629792
299629777;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;35.2;7/16;5317606;;https://www.cian.ru/sale/flat/299629777
299629718;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;35.87;3/16;5340385;;https://www.cian.ru/sale/flat/299629718
299630153;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;35.2;10/16;5345696;;https://www.cian.ru/sale/flat/299630153
299630124;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;35.2;9/16;5345696;;https://www.cian.ru/sale/flat/299630124
299629832;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;35.2;11/16;5345696;;https://www.cian.ru/sale/flat/299629832
299629819;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;35.2;10/16;5345696;;https://www.cian.ru/sale/flat/299629819
299630180;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;35.2;11/16;5345696;;https://www.cian.ru/sale/flat/299630180
299630096;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;35.2;8/16;5345696;;https://www.cian.ru/sale/flat/299630096
299629978;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;35.87;3/16;5340385;;https://www.cian.ru/sale/flat/299629978
287201829;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Освобождения, 132;40.8;1/15;5304000;;https://www.cian.ru/sale/flat/287201829
287201804;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Освобождения, 132;40.8;1/15;5304000;;https://www.cian.ru/sale/flat/287201804
299629994;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;35.87;4/16;5376255;;https://www.cian.ru/sale/flat/299629994
299629761;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;35.87;6/16;5376255;;https://www.cian.ru/sale/flat/299629761
299629974;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;35.87;3/16;5376255;;https://www.cian.ru/sale/flat/299629974
299629745;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;35.87;5/16;5376255;;https://www.cian.ru/sale/flat/299629745
299629731;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;35.87;4/16;5376255;;https://www.cian.ru/sale/flat/299629731
299629721;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;35.87;3/16;5351774;;https://www.cian.ru/sale/flat/299629721
299629715;2;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;35.87;3/16;5376255;;https://www.cian.ru/sale/flat/299629715
299629707;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;39.56;2/16;5377528;;https://www.cian.ru/sale/flat/299629707
299630057;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;35.87;6/16;5376255;;https://www.cian.ru/sale/flat/299630057
299629982;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;35.87;3/16;5351774;;https://www.cian.ru/sale/flat/299629982
299629959;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;39.56;2/16;5377528;;https://www.cian.ru/sale/flat/299629959
287201705;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Освобождения, 132;47.2;1/15;5428000;;https://www.cian.ru/sale/flat/287201705
287201692;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Освобождения, 132;47.2;1/15;5428000;;https://www.cian.ru/sale/flat/287201692
299630205;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;35.2;12/16;5492723;;https://www.cian.ru/sale/flat/299630205
299629851;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;35.2;12/16;5492723;;https://www.cian.ru/sale/flat/299629851
299629938;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;34.35;16/16;5468266;;https://www.cian.ru/sale/flat/299629938
299629723;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;27.92;3/16;5473805;;https://www.cian.ru/sale/flat/299629723
299629446;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;34.35;16/16;5468266;;https://www.cian.ru/sale/flat/299629446
299629410;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;34.35;15/16;5468266;;https://www.cian.ru/sale/flat/299629410
299630267;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;35.2;14/16;5591702;;https://www.cian.ru/sale/flat/299630267
299630032;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;40.13;5/16;5576510;;https://www.cian.ru/sale/flat/299630032
299630233;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;35.2;13/16;5591702;;https://www.cian.ru/sale/flat/299630233
299629896;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;35.2;14/16;5591702;;https://www.cian.ru/sale/flat/299629896
299629875;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;35.2;13/16;5591702;;https://www.cian.ru/sale/flat/299629875
299629737;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;40.13;4/16;5576510;;https://www.cian.ru/sale/flat/299629737
299629717;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;40.13;3/16;5576510;;https://www.cian.ru/sale/flat/299629717
287201742;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Освобождения, 132;46.4;11/15;5568000;;https://www.cian.ru/sale/flat/287201742
287201743;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Освобождения, 132;46.4;11/15;5568000;;https://www.cian.ru/sale/flat/287201743
287201716;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Освобождения, 132;46.65;8/15;5598000;;https://www.cian.ru/sale/flat/287201716
287201724;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Освобождения, 132;46.4;9/15;5568000;;https://www.cian.ru/sale/flat/287201724
287201734;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Освобождения, 132;46.4;10/15;5568000;;https://www.cian.ru/sale/flat/287201734
287201726;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Освобождения, 132;46.4;9/15;5568000;;https://www.cian.ru/sale/flat/287201726
287201732;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Освобождения, 132;46.4;10/15;5568000;;https://www.cian.ru/sale/flat/287201732
287201697;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Освобождения, 132;46.65;6/15;5598000;;https://www.cian.ru/sale/flat/287201697
287201713;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Освобождения, 132;46.65;8/15;5598000;;https://www.cian.ru/sale/flat/287201713
287201704;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Освобождения, 132;46.65;7/15;5598000;;https://www.cian.ru/sale/flat/287201704
287201706;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Освобождения, 132;46.65;7/15;5598000;;https://www.cian.ru/sale/flat/287201706
287201686;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Освобождения, 132;46.65;5/15;5598000;;https://www.cian.ru/sale/flat/287201686
287201687;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Освобождения, 132;46.65;5/15;5598000;;https://www.cian.ru/sale/flat/287201687
287201677;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Освобождения, 132;46.65;4/15;5598000;;https://www.cian.ru/sale/flat/287201677
287201695;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Освобождения, 132;46.65;6/15;5598000;;https://www.cian.ru/sale/flat/287201695
287201663;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Освобождения, 132;46.65;3/15;5598000;;https://www.cian.ru/sale/flat/287201663
287201662;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Освобождения, 132;46.65;3/15;5598000;;https://www.cian.ru/sale/flat/287201662
287201675;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Освобождения, 132;46.65;4/15;5598000;;https://www.cian.ru/sale/flat/287201675
299629716;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;40.13;3/16;5616640;;https://www.cian.ru/sale/flat/299629716
299630011;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;40.1;4/16;5612800;;https://www.cian.ru/sale/flat/299630011
299629747;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;40.13;5/16;5616640;;https://www.cian.ru/sale/flat/299629747
299629740;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;40.1;4/16;5612800;;https://www.cian.ru/sale/flat/299629740
299629466;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;40.1;7/16;5612800;;https://www.cian.ru/sale/flat/299629466
299629458;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;36.73;7/16;5644054;;https://www.cian.ru/sale/flat/299629458
299629998;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;40.13;4/16;5616640;;https://www.cian.ru/sale/flat/299629998
299629975;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;40.13;3/16;5616640;;https://www.cian.ru/sale/flat/299629975
287201779;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Освобождения, 132;47.0;2/15;5640000;;https://www.cian.ru/sale/flat/287201779
287201658;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Освобождения, 132;47.0;2/15;5640000;;https://www.cian.ru/sale/flat/287201658
300152600;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, Култукская улица, 26;27.71;14/19;5680550;;https://www.cian.ru/sale/flat/300152600
299629906;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;35.54;15/16;5676616;;https://www.cian.ru/sale/flat/299629906
299629432;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;35.54;16/16;5676616;;https://www.cian.ru/sale/flat/299629432
299629402;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;35.54;15/16;5676616;;https://www.cian.ru/sale/flat/299629402
299630198;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;36.73;12/16;5747335;;https://www.cian.ru/sale/flat/299630198
299629844;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;36.73;12/16;5747335;;https://www.cian.ru/sale/flat/299629844
299630130;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;40.1;9/16;5715456;;https://www.cian.ru/sale/flat/299630130
299629822;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;40.1;10/16;5715456;;https://www.cian.ru/sale/flat/299629822
299630185;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;40.1;11/16;5715456;;https://www.cian.ru/sale/flat/299630185
299630114;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;36.73;9/16;5747335;;https://www.cian.ru/sale/flat/299630114
299629809;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;40.1;9/16;5715456;;https://www.cian.ru/sale/flat/299629809
299629816;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;36.73;10/16;5747335;;https://www.cian.ru/sale/flat/299629816
299629795;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;40.1;8/16;5715456;;https://www.cian.ru/sale/flat/299629795
299629944;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;39.75;16/16;5771520;;https://www.cian.ru/sale/flat/299629944
299629918;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;39.75;15/16;5771520;;https://www.cian.ru/sale/flat/299629918
299629449;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;39.75;16/16;5771520;;https://www.cian.ru/sale/flat/299629449
287201774;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Освобождения, 132;46.4;15/15;5800000;;https://www.cian.ru/sale/flat/287201774
300359860;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Освобождения, 132;46.4;14/15;5800000;;https://www.cian.ru/sale/flat/300359860
299630273;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;40.1;14/16;5818112;;https://www.cian.ru/sale/flat/299630273
299629461;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;40.71;7/16;5806496;;https://www.cian.ru/sale/flat/299629461
299629899;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;40.1;14/16;5818112;;https://www.cian.ru/sale/flat/299629899
299629775;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;40.71;7/16;5847206;;https://www.cian.ru/sale/flat/299629775
287201766;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Освобождения, 132;46.4;14/15;5800000;;https://www.cian.ru/sale/flat/287201766
287201773;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Освобождения, 132;46.4;15/15;5800000;;https://www.cian.ru/sale/flat/287201773
287201760;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Освобождения, 132;46.4;13/15;5800000;;https://www.cian.ru/sale/flat/287201760
299629892;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;36.73;14/16;5850617;;https://www.cian.ru/sale/flat/299629892
299629769;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;40.0;7/16;5856000;;https://www.cian.ru/sale/flat/299629769
299630260;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;36.73;14/16;5850617;;https://www.cian.ru/sale/flat/299630260
299630049;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;40.0;6/16;5856000;;https://www.cian.ru/sale/flat/299630049
299629755;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;40.0;6/16;5856000;;https://www.cian.ru/sale/flat/299629755
299629912;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;39.79;15/16;5895960;;https://www.cian.ru/sale/flat/299629912
299629742;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;40.0;5/16;5856000;;https://www.cian.ru/sale/flat/299629742
299630071;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;40.0;7/16;5856000;;https://www.cian.ru/sale/flat/299630071
299630019;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;40.0;5/16;5856000;;https://www.cian.ru/sale/flat/299630019
299629797;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;40.0;9/16;5963520;;https://www.cian.ru/sale/flat/299629797
299630162;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;40.0;11/16;5963520;;https://www.cian.ru/sale/flat/299630162
299630092;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;40.71;8/16;5913841;;https://www.cian.ru/sale/flat/299630092
299629791;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;40.71;8/16;5913841;;https://www.cian.ru/sale/flat/299629791
299630202;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;40.71;12/16;5913841;;https://www.cian.ru/sale/flat/299630202
299630075;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;40.0;8/16;5963520;;https://www.cian.ru/sale/flat/299630075
299629804;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;40.71;9/16;5913841;;https://www.cian.ru/sale/flat/299629804
299629932;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;39.79;16/16;5935750;;https://www.cian.ru/sale/flat/299629932
299629849;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;40.71;12/16;5913841;;https://www.cian.ru/sale/flat/299629849
299629910;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;39.79;15/16;5935750;;https://www.cian.ru/sale/flat/299629910
299629838;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;40.0;12/16;5963520;;https://www.cian.ru/sale/flat/299629838
299629831;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;40.71;11/16;5913841;;https://www.cian.ru/sale/flat/299629831
299629825;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;40.0;11/16;5963520;;https://www.cian.ru/sale/flat/299629825
299629812;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;40.0;10/16;5963520;;https://www.cian.ru/sale/flat/299629812
299629783;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;40.0;8/16;5963520;;https://www.cian.ru/sale/flat/299629783
299630151;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;40.71;10/16;5913841;;https://www.cian.ru/sale/flat/299630151
299630108;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;40.0;9/16;5963520;;https://www.cian.ru/sale/flat/299630108
299630266;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;40.71;14/16;6021185;;https://www.cian.ru/sale/flat/299630266
299629768;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;41.33;6/16;6034752;;https://www.cian.ru/sale/flat/299629768
299629469;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;41.33;7/16;6034752;;https://www.cian.ru/sale/flat/299629469
299629874;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;40.71;13/16;6021185;;https://www.cian.ru/sale/flat/299629874
299629741;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;41.33;4/16;6034752;;https://www.cian.ru/sale/flat/299629741
299630045;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;41.33;5/16;6034752;;https://www.cian.ru/sale/flat/299630045
299629926;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;39.63;16/16;6019323;;https://www.cian.ru/sale/flat/299629926
299629901;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;39.63;15/16;6019323;;https://www.cian.ru/sale/flat/299629901
299629781;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;41.33;7/16;6034752;;https://www.cian.ru/sale/flat/299629781
299629422;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;39.63;16/16;6019323;;https://www.cian.ru/sale/flat/299629422
299629389;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;39.63;15/16;6019323;;https://www.cian.ru/sale/flat/299629389
299630067;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;41.33;6/16;6034752;;https://www.cian.ru/sale/flat/299630067
299630015;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;41.33;4/16;6034752;;https://www.cian.ru/sale/flat/299630015
299629858;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;40.0;13/16;6071040;;https://www.cian.ru/sale/flat/299629858
299630246;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;40.0;14/16;6071040;;https://www.cian.ru/sale/flat/299630246
299629893;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 16;40.71;14/16;6061895;;https://www.cian.ru/sale/flat/299629893
299630217;1;Продажа квартиры в новостройке;Правобережный;Иркутская область, Иркутск, улица Петрова, 18;40.0;13/16;6071040;;https://www.cian.ru/sale/flat/299630217
