ID;Количество комнат;Тип;район;Адрес;Площадь, м2;Этаж;Цена;Ремонт;Ссылка на объявление
300151528;2;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;34.8;4/12;5220000;;https://www.cian.ru/sale/flat/300151528
297027698;2;Продажа квартиры;Свердловский;Иркутская область, Иркутск, улица Помяловского, 30;48.0;5/5;4450000;Косметический;https://www.cian.ru/sale/flat/297027698
300140904;2;Продажа квартиры;Свердловский;Иркутская область, Иркутск, улица Сергеева, 5/8;58.7;2/4;5700000;Евроремонт;https://www.cian.ru/sale/flat/300140904
295915593;1;Продажа квартиры;Свердловский;Иркутская область, Иркутск, улица Багратиона, 54/11;43.0;7/9;5990000;Косметический;https://www.cian.ru/sale/flat/295915593
295895678;3;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;66.1;12/12;7204900;;https://www.cian.ru/sale/flat/295895678
288145443;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Эдуарда Дьяконова, 14;47.08;7/9;8356700;;https://www.cian.ru/sale/flat/288145443
294764318;2;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, проезд Юрия Тена, 14;68.15;2/15;9541000;;https://www.cian.ru/sale/flat/294764318
297142562;1;Продажа квартиры;Свердловский;Иркутская область, Иркутск, улица Клары Цеткин, 13;49.1;1/4;6200000;Евроремонт;https://www.cian.ru/sale/flat/297142562
290601901;2;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, Академгородок мкр, Академик ЖК;38.7;1/10;6430000;;https://www.cian.ru/sale/flat/290601901
296936090;1;Продажа квартиры;Свердловский;Иркутская область, Иркутск, Радужный мкр, 106;39.0;8/16;6400000;Дизайнерский;https://www.cian.ru/sale/flat/296936090
290177501;;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, Союз Приорити ЖК;44.21;9/9;8289375;;https://www.cian.ru/sale/flat/290177501
290602241;3;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Старо-Кузьмихинская;57.7;6/12;8990000;;https://www.cian.ru/sale/flat/290602241
290331577;;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, проезд Юрия Тена, 2/4;55.26;8/9;11052000;;https://www.cian.ru/sale/flat/290331577
300318282;4;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, Академгородок мкр;78.0;6/10;12320000;;https://www.cian.ru/sale/flat/300318282
288144835;3;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, Союз Приорити ЖК;77.53;9/15;14381815;;https://www.cian.ru/sale/flat/288144835
288145127;4;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, Союз Приорити ЖК;114.61;9/15;17821855;;https://www.cian.ru/sale/flat/288145127
295895640;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;33.6;2/12;4032000;;https://www.cian.ru/sale/flat/295895640
299228675;2;Продажа квартиры;Свердловский;Иркутская область, Иркутск, бульвар Рябикова, 60;43.8;3/5;4100000;Без ремонта;https://www.cian.ru/sale/flat/299228675
289859003;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, Затон кв-л, улица Набережная Иркута, 23;32.48;2/19;4579680;;https://www.cian.ru/sale/flat/289859003
295895498;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;42.3;12/12;4906800;;https://www.cian.ru/sale/flat/295895498
295446054;2;Продажа квартиры;Свердловский;Иркутская область, Иркутск, Первомайский мкр, 23;48.4;1/9;5055000;Косметический;https://www.cian.ru/sale/flat/295446054
300237885;2;Продажа квартиры;Свердловский;Иркутская область, Иркутск, улица Лермонтова, 88;44.0;3/5;5150000;;https://www.cian.ru/sale/flat/300237885
299991709;2;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;45.5;6/12;5278000;;https://www.cian.ru/sale/flat/299991709
295895567;2;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева, 28;47.9;9/12;5556400;;https://www.cian.ru/sale/flat/295895567
299761480;2;Продажа квартиры;Свердловский;Иркутская область, Иркутск, Радужный мкр, 33;50.0;5/5;5520000;Косметический;https://www.cian.ru/sale/flat/299761480
300151488;2;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;52.3;7/12;5648400;;https://www.cian.ru/sale/flat/300151488
299229272;2;Продажа квартиры;Свердловский;Иркутская область, Иркутск, Юбилейный мкр;47.0;3/5;5650000;Дизайнерский;https://www.cian.ru/sale/flat/299229272
298147084;2;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, Затон кв-л, улица Набережная Иркута, 21;37.59;19/19;5826450;;https://www.cian.ru/sale/flat/298147084
296933123;2;Продажа квартиры;Свердловский;Иркутская область, Иркутск, Радужный мкр, 107;43.6;7/16;5800000;Евроремонт;https://www.cian.ru/sale/flat/296933123
292997478;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Румянцева, 48;35.5;11/17;5950000;;https://www.cian.ru/sale/flat/292997478
292997460;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Румянцева, 48;35.97;7/17;5950000;;https://www.cian.ru/sale/flat/292997460
298036701;2;Продажа квартиры;Свердловский;Иркутская область, Иркутск, улица Лермонтова, 333в;54.7;7/9;5980000;Косметический;https://www.cian.ru/sale/flat/298036701
298162116;2;Продажа квартиры;Свердловский;Иркутская область, Иркутск, Первомайский мкр, улица Вампилова, 30;55.6;4/16;6000000;Косметический;https://www.cian.ru/sale/flat/298162116
292997521;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Румянцева, 48;37.7;16/17;6123200;;https://www.cian.ru/sale/flat/292997521
297029989;3;Продажа квартиры;Свердловский;Иркутская область, Иркутск, Первомайский мкр, 13А;67.6;8/9;6450000;Косметический;https://www.cian.ru/sale/flat/297029989
295650969;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Касьянова, 1А;31.64;3/19;6500000;;https://www.cian.ru/sale/flat/295650969
278301241;2;Продажа квартиры;Свердловский;Иркутская область, Иркутск, Юбилейный мкр, 117;45.0;5/9;6600000;Дизайнерский;https://www.cian.ru/sale/flat/278301241
297868166;2;Продажа квартиры;Свердловский;Иркутская область, Иркутск, бульвар Рябикова, 23/1;49.0;4/9;6650000;Без ремонта;https://www.cian.ru/sale/flat/297868166
298956658;1;Продажа квартиры;Свердловский;Иркутская область, Иркутск, Университетский мкр, 1Б;40.4;5/10;6750000;Евроремонт;https://www.cian.ru/sale/flat/298956658
290601896;2;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, Академгородок мкр, Академик ЖК;37.3;10/10;7080000;;https://www.cian.ru/sale/flat/290601896
297066992;3;Продажа квартиры;Свердловский;Иркутская область, Иркутск, Университетский мкр, 46;66.7;7/9;7000000;Косметический;https://www.cian.ru/sale/flat/297066992
295431817;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, проезд Юрия Тена, 4;38.13;3/10;7200000;;https://www.cian.ru/sale/flat/295431817
298134992;3;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;66.1;5/12;7204900;;https://www.cian.ru/sale/flat/298134992
295895639;3;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;66.1;2/12;7204900;;https://www.cian.ru/sale/flat/295895639
295895671;3;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;66.1;11/12;7204900;;https://www.cian.ru/sale/flat/295895671
293746752;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, Затон кв-л, улица Набережная Иркута, 23;61.59;2/19;7329210;;https://www.cian.ru/sale/flat/293746752
293746920;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, Затон кв-л, улица Набережная Иркута, 23;59.5;18/19;7318500;;https://www.cian.ru/sale/flat/293746920
293746762;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, Затон кв-л, улица Набережная Иркута, 23;61.59;10/19;7433913;;https://www.cian.ru/sale/flat/293746762
290602721;2;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, Академгородок мкр;42.3;6/10;7350000;;https://www.cian.ru/sale/flat/290602721
288144695;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, Союз Приорити ЖК;33.2;6/15;7535910;;https://www.cian.ru/sale/flat/288144695
290602757;2;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, Академгородок мкр;42.3;9/10;7610000;;https://www.cian.ru/sale/flat/290602757
293746937;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, Затон кв-л, улица Набережная Иркута, 23;61.59;6/19;7729545;;https://www.cian.ru/sale/flat/293746937
288144739;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, Союз Приорити ЖК;36.59;7/15;7783900;;https://www.cian.ru/sale/flat/288144739
296453097;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Касьянова, 1А;44.82;9/19;8000000;;https://www.cian.ru/sale/flat/296453097
288144669;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, Союз Приорити ЖК;38.45;5/15;8164120;;https://www.cian.ru/sale/flat/288144669
292829329;3;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Старо-Кузьмихинская;51.7;10/12;8330000;;https://www.cian.ru/sale/flat/292829329
294982240;3;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, Затон кв-л, улица Набережная Иркута, 21;59.43;19/19;8391516;;https://www.cian.ru/sale/flat/294982240
296453034;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Касьянова, 1А;43.13;18/19;8300000;;https://www.cian.ru/sale/flat/296453034
292829330;3;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Старо-Кузьмихинская;51.7;11/12;8560000;;https://www.cian.ru/sale/flat/292829330
295650923;2;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Касьянова, 1А;59.07;1/19;8900000;;https://www.cian.ru/sale/flat/295650923
290602087;3;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Старо-Кузьмихинская;57.7;6/12;8990000;;https://www.cian.ru/sale/flat/290602087
296453077;2;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Касьянова, 1А;57.93;11/19;9300000;;https://www.cian.ru/sale/flat/296453077
292473546;2;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, проезд Юрия Тена, 14;57.58;9/15;9356750;;https://www.cian.ru/sale/flat/292473546
299891860;3;Продажа квартиры;Свердловский;Иркутская область, Иркутск, улица Маяковского, 65;65.0;8/17;9390000;Дизайнерский;https://www.cian.ru/sale/flat/299891860
293633505;2;Продажа квартиры;Свердловский;Иркутская область, Иркутск, улица Румянцева, 24;65.3;11/15;9590000;Дизайнерский;https://www.cian.ru/sale/flat/293633505
295650945;2;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Касьянова, 1А;61.85;2/19;9700000;;https://www.cian.ru/sale/flat/295650945
288145087;2;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, Союз Приорити ЖК;61.89;7/15;10316011;;https://www.cian.ru/sale/flat/288145087
299006158;3;Продажа квартиры;Свердловский;Иркутская область, Иркутск, Ершовский мкр, 21;100.8;2/4;10400000;Евроремонт;https://www.cian.ru/sale/flat/299006158
288144986;2;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, проезд Юрия Тена, 14;67.76;9/15;10943240;;https://www.cian.ru/sale/flat/288144986
297402026;3;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Румянцева, 48;75.34;17/17;10970525;;https://www.cian.ru/sale/flat/297402026
274157075;3;Продажа квартиры;Свердловский;Иркутская область, Иркутск, улица Лермонтова, 136/1;134.5;3/6;11500000;Дизайнерский;https://www.cian.ru/sale/flat/274157075
299369390;3;Продажа квартиры;Свердловский;Иркутская область, Иркутск, улица Эдуарда Дьяконова, 14;72.0;2/9;11800000;Без ремонта;https://www.cian.ru/sale/flat/299369390
293746813;2;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, Затон кв-л, улица Набережная Иркута, 23;105.91;5/19;11914875;;https://www.cian.ru/sale/flat/293746813
293746803;2;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, Затон кв-л, улица Набережная Иркута, 23;105.91;4/19;11914875;;https://www.cian.ru/sale/flat/293746803
290601889;4;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, Академгородок мкр, Академик ЖК;78.0;9/10;12410000;;https://www.cian.ru/sale/flat/290601889
294892664;;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, проезд Юрия Тена, 2/4;60.25;8/9;16267500;;https://www.cian.ru/sale/flat/294892664
294860880;;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, проезд Юрия Тена, 2/4;60.25;9/9;16267500;;https://www.cian.ru/sale/flat/294860880
294860878;;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, проезд Юрия Тена, 2/4;68.32;9/9;18446400;;https://www.cian.ru/sale/flat/294860878
295855794;;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, проезд Юрия Тена, 2/4;68.33;5/9;18449100;;https://www.cian.ru/sale/flat/295855794
298719768;5;Продажа квартиры;Свердловский;Иркутская область, Иркутск, улица Ивана Франко, 18;195.0;2/9;20000000;Без ремонта;https://www.cian.ru/sale/flat/298719768
299996076;;Продажа квартиры;Свердловский;Иркутская область, Иркутск, Радужный мкр, 112;26.0;7/14;3900000;;https://www.cian.ru/sale/flat/299996076
295895673;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;33.6;11/12;4032000;;https://www.cian.ru/sale/flat/295895673
295895672;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;33.6;11/12;4032000;;https://www.cian.ru/sale/flat/295895672
295895668;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;33.6;10/12;4032000;;https://www.cian.ru/sale/flat/295895668
295895667;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;33.6;10/12;4032000;;https://www.cian.ru/sale/flat/295895667
295895680;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;33.6;12/12;4032000;;https://www.cian.ru/sale/flat/295895680
295895661;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;33.6;9/12;4032000;;https://www.cian.ru/sale/flat/295895661
295895660;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;33.6;9/12;4032000;;https://www.cian.ru/sale/flat/295895660
295895652;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;33.6;4/12;4032000;;https://www.cian.ru/sale/flat/295895652
295895651;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;33.6;4/12;4032000;;https://www.cian.ru/sale/flat/295895651
295895644;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;33.6;3/12;4032000;;https://www.cian.ru/sale/flat/295895644
295895551;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева, 28;35.0;1/12;4200000;;https://www.cian.ru/sale/flat/295895551
295895582;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;35.5;1/12;4260000;;https://www.cian.ru/sale/flat/295895582
300373218;1;Продажа квартиры;Свердловский;Иркутская область, Иркутск, улица Помяловского, 10;33.0;3/5;4300000;;https://www.cian.ru/sale/flat/300373218
300151568;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;38.4;6/12;4531200;;https://www.cian.ru/sale/flat/300151568
295895505;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;38.8;2/12;4578400;;https://www.cian.ru/sale/flat/295895505
295895637;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;38.7;1/12;4566600;;https://www.cian.ru/sale/flat/295895637
300151534;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;39.0;5/12;4602000;;https://www.cian.ru/sale/flat/300151534
300151537;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;39.0;6/12;4602000;;https://www.cian.ru/sale/flat/300151537
299991694;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;39.0;7/12;4602000;;https://www.cian.ru/sale/flat/299991694
299991628;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;39.1;1/12;4613800;;https://www.cian.ru/sale/flat/299991628
295895550;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева, 28;39.4;1/12;4649200;;https://www.cian.ru/sale/flat/295895550
300151565;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;39.6;6/12;4672800;;https://www.cian.ru/sale/flat/300151565
295895577;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева, 28;39.6;12/12;4672800;;https://www.cian.ru/sale/flat/295895577
300151562;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;39.6;5/12;4672800;;https://www.cian.ru/sale/flat/300151562
300151573;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;39.6;7/12;4672800;;https://www.cian.ru/sale/flat/300151573
295895532;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;39.6;11/12;4672800;;https://www.cian.ru/sale/flat/295895532
289786051;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, Затон кв-л, улица Набережная Иркута, 23;32.04;15/19;4741920;;https://www.cian.ru/sale/flat/289786051
295895503;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;40.0;2/12;4720000;;https://www.cian.ru/sale/flat/295895503
295895636;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;40.9;1/12;4744400;;https://www.cian.ru/sale/flat/295895636
293410797;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, Затон кв-л, улица Набережная Иркута, 23;33.74;2/19;4892300;;https://www.cian.ru/sale/flat/293410797
295895490;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;42.3;11/12;4906800;;https://www.cian.ru/sale/flat/295895490
300151571;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;42.6;6/12;4941600;;https://www.cian.ru/sale/flat/300151571
299991680;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;42.3;5/12;4906800;;https://www.cian.ru/sale/flat/299991680
295895469;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;42.6;2/12;4941600;;https://www.cian.ru/sale/flat/295895469
299991712;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;42.6;7/12;4941600;;https://www.cian.ru/sale/flat/299991712
295895545;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;42.6;12/12;4941600;;https://www.cian.ru/sale/flat/295895545
295895535;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;42.6;11/12;4941600;;https://www.cian.ru/sale/flat/295895535
295895529;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;42.6;10/12;4941600;;https://www.cian.ru/sale/flat/295895529
295895524;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;42.6;9/12;4941600;;https://www.cian.ru/sale/flat/295895524
295895521;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;42.6;8/12;4941600;;https://www.cian.ru/sale/flat/295895521
295895487;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;42.3;10/12;4906800;;https://www.cian.ru/sale/flat/295895487
295895663;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;42.3;9/12;4906800;;https://www.cian.ru/sale/flat/295895663
295895654;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;42.3;4/12;4906800;;https://www.cian.ru/sale/flat/295895654
295895647;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;42.3;3/12;4906800;;https://www.cian.ru/sale/flat/295895647
299991675;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;42.3;7/12;4991400;;https://www.cian.ru/sale/flat/299991675
299991640;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;42.3;8/12;4991400;;https://www.cian.ru/sale/flat/299991640
295895506;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;42.9;2/12;4976400;;https://www.cian.ru/sale/flat/295895506
299991651;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;42.3;12/12;4991400;;https://www.cian.ru/sale/flat/299991651
295895632;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;43.8;1/12;5080800;;https://www.cian.ru/sale/flat/295895632
300151500;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;44.4;5/12;5150400;;https://www.cian.ru/sale/flat/300151500
295895662;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;44.4;9/12;5150400;;https://www.cian.ru/sale/flat/295895662
295895641;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;44.4;2/12;5150400;;https://www.cian.ru/sale/flat/295895641
300151503;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;44.4;6/12;5150400;;https://www.cian.ru/sale/flat/300151503
300151556;2;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;45.5;11/12;5278000;;https://www.cian.ru/sale/flat/300151556
300151517;2;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева, 28;45.5;6/12;5278000;;https://www.cian.ru/sale/flat/300151517
300151512;2;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева, 28;45.5;2/12;5278000;;https://www.cian.ru/sale/flat/300151512
300151514;2;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева, 28;45.5;3/12;5278000;;https://www.cian.ru/sale/flat/300151514
299991711;2;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;45.5;7/12;5278000;;https://www.cian.ru/sale/flat/299991711
295895504;2;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;45.8;2/12;5312800;;https://www.cian.ru/sale/flat/295895504
300151520;2;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева, 28;47.9;7/12;5556400;;https://www.cian.ru/sale/flat/300151520
295895572;2;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева, 28;47.9;11/12;5556400;;https://www.cian.ru/sale/flat/295895572
295895619;2;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;52.3;11/12;5648400;;https://www.cian.ru/sale/flat/295895619
300151540;2;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;52.3;8/12;5648400;;https://www.cian.ru/sale/flat/300151540
300151522;2;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;52.8;2/12;5702400;;https://www.cian.ru/sale/flat/300151522
293746785;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, Затон кв-л, улица Набережная Иркута, 23;44.68;2/19;5808400;;https://www.cian.ru/sale/flat/293746785
293746755;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, Затон кв-л, улица Набережная Иркута, 23;44.91;2/19;5838300;;https://www.cian.ru/sale/flat/293746755
293746696;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, Затон кв-л, улица Набережная Иркута, 23;44.91;6/19;5883210;;https://www.cian.ru/sale/flat/293746696
298320208;2;Продажа квартиры;Свердловский;Иркутская область, Иркутск, улица Лермонтова, 333в;54.7;7/9;5950000;;https://www.cian.ru/sale/flat/298320208
292997445;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Рылеева;35.5;17/17;5950000;;https://www.cian.ru/sale/flat/292997445
292997432;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Рылеева;35.5;14/17;5950000;;https://www.cian.ru/sale/flat/292997432
300151532;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;39.5;5/12;5925000;;https://www.cian.ru/sale/flat/300151532
295895586;2;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, улица Костычева;55.0;1/12;5940000;;https://www.cian.ru/sale/flat/295895586
293746702;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, Затон кв-л, улица Набережная Иркута, 23;44.91;9/19;5914647;;https://www.cian.ru/sale/flat/293746702
293746683;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, Затон кв-л, улица Набережная Иркута, 23;44.92;3/19;5906980;;https://www.cian.ru/sale/flat/293746683
293746756;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, Затон кв-л, улица Набережная Иркута, 23;44.91;2/19;5928120;;https://www.cian.ru/sale/flat/293746756
293746721;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, Затон кв-л, улица Набережная Иркута, 23;44.91;12/19;5946084;;https://www.cian.ru/sale/flat/293746721
293746726;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, Затон кв-л, улица Набережная Иркута, 23;44.92;13/19;5947408;;https://www.cian.ru/sale/flat/293746726
293018283;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, Затон кв-л, улица Набережная Иркута, 23;44.92;14/19;5992328;;https://www.cian.ru/sale/flat/293018283
293746717;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, Затон кв-л, улица Набережная Иркута, 23;44.92;12/19;5947408;;https://www.cian.ru/sale/flat/293746717
296662635;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, Затон кв-л, улица Набережная Иркута, 23;44.92;9/19;5960884;;https://www.cian.ru/sale/flat/296662635
299640918;1;Продажа квартиры;Свердловский;Иркутская область, Иркутск, Первомайский мкр, улица Алмазная, 7;37.8;3/9;6000000;Евроремонт;https://www.cian.ru/sale/flat/299640918
293746745;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, Затон кв-л, улица Набережная Иркута, 23;44.91;17/19;6017940;;https://www.cian.ru/sale/flat/293746745
293746731;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, Затон кв-л, улица Набережная Иркута, 23;44.92;15/19;6064200;;https://www.cian.ru/sale/flat/293746731
293746740;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, Затон кв-л, улица Набережная Иркута, 23;44.92;16/19;6064200;;https://www.cian.ru/sale/flat/293746740
290602662;1;Продажа квартиры в новостройке;Свердловский;Иркутская область, Иркутск, Академгородок мкр;33.7;2/10;6170000;;https://www.cian.ru/sale/flat/290602662
